Agency_Text,Sex_Code_Text,Ethnic_Code_Text,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,RecSupervisionLevelText,Scale_ID,DisplayText,AssessmentType,IsCompleted,IsDeleted,binary_text
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Residential Program,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
DRRD,Male,African-American,Intake,English,Conditional Release,Probation,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Divorced,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Female,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Female,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,African-American,Intake,English,Other,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,Caucasian,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Conditional Release,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,2,Medium,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Divorced,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Divorced,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Post Sentence,Residential Program,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Other,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Significant Other,3,Medium with Override Consideration,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Significant Other,4,High,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Separated,1,Low,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,Caucasian,Intake,English,Other,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Post Sentence,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Post Sentence,Probation,Married,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Married,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,African-American,Intake,English,Other,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Significant Other,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Female,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Other,Probation,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,Caucasian,Intake,English,Pretrial,Pretrial Defendant,Single,1,Low,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Other,Probation,Divorced,1,Low,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Significant Other,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Widowed,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Other,Probation,Separated,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,Low_Chance
DRRD,Male,African-American,Intake,English,Probation Violator,Probation,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,African-American,Intake,English,Other,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,Caucasian,Intake,English,Other,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,Caucasian,Intake,English,Other,Probation,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,Caucasian,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Male,African-American,Intake,English,Conditional Release,Probation,Married,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Male,African-American,Intake,English,Post Sentence,Probation,Single,1,Low,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Married,1,Low,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Post Sentence,Probation,Separated,3,Medium with Override Consideration,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,Caucasian,Intake,English,Post Sentence,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
Probation,Female,African-American,Intake,English,Other,Probation,Single,2,Medium,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,4,High,8,Risk of Recidivism,New,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
Probation,Female,Caucasian,Intake,English,Post Sentence,Probation,Divorced,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,Caucasian,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Female,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,8,Risk of Recidivism,Copy,1,0,High_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Probation,Single,2,Medium,8,Risk of Recidivism,Copy,1,0,Low_Chance
PRETRIAL,Male,African-American,Intake,English,Pretrial,Jail Inmate,Single,1,Low,8,Risk of Recidivism,New,1,0,Low_Chance
